SM,plate,celltype,sample_type,sort_type
RC17_before_12_G10,RC17_before_12_G10,RC17_before,Culture,ES,size
RC17_before_12_H10,RC17_before_12_H10,RC17_before,Culture,ES,size
RC17_before_12_A11,RC17_before_12_A11,RC17_before,Culture,ES,size
RC17_before_14_D12,RC17_before_14_D12,RC17_before,Culture,ES,size
RC17_before_14_E12,RC17_before_14_E12,RC17_before,Culture,ES,size
RC17_before_14_B12,RC17_before_14_B12,RC17_before,Culture,ES,size
RC17_before_14_C12,RC17_before_14_C12,RC17_before,Culture,ES,size
RC17_before_14_H11,RC17_before_14_H11,RC17_before,Culture,ES,size
RC17_before_14_A12,RC17_before_14_A12,RC17_before,Culture,ES,size
RC17_before_14_F11,RC17_before_14_F11,RC17_before,Culture,ES,size
RC17_before_12_H12,RC17_before_12_H12,RC17_before,Culture,ES,size
RC17_before_12_E12,RC17_before_12_E12,RC17_before,Culture,ES,size
RC17_before_12_D12,RC17_before_12_D12,RC17_before,Culture,ES,size
RC17_before_12_G12,RC17_before_12_G12,RC17_before,Culture,ES,size
RC17_before_12_F12,RC17_before_12_F12,RC17_before,Culture,ES,size
RC17_before_12_A12,RC17_before_12_A12,RC17_before,Culture,ES,size
RC17_before_12_H11,RC17_before_12_H11,RC17_before,Culture,ES,size
RC17_before_12_C12,RC17_before_12_C12,RC17_before,Culture,ES,size
RC17_before_12_B12,RC17_before_12_B12,RC17_before,Culture,ES,size
RC17_before_13_G5,RC17_before_13_G5,RC17_before,Culture,ES,size
RC17_before_13_D5,RC17_before_13_D5,RC17_before,Culture,ES,size
RC17_before_13_E5,RC17_before_13_E5,RC17_before,Culture,ES,size
RC17_before_12_H3,RC17_before_12_H3,RC17_before,Culture,ES,size
RC17_before_12_F3,RC17_before_12_F3,RC17_before,Culture,ES,size
RC17_before_12_E3,RC17_before_12_E3,RC17_before,Culture,ES,size
RC17_before_13_E8,RC17_before_13_E8,RC17_before,Culture,ES,size
RC17_before_13_D8,RC17_before_13_D8,RC17_before,Culture,ES,size
RC17_before_12_G3,RC17_before_12_G3,RC17_before,Culture,ES,size
RC17_before_12_D3,RC17_before_12_D3,RC17_before,Culture,ES,size
RC17_before_11_C2,RC17_before_11_C2,RC17_before,Culture,ES,size
RC17_before_11_A2,RC17_before_11_A2,RC17_before,Culture,ES,size
RC17_before_11_F1,RC17_before_11_F1,RC17_before,Culture,ES,size
RC17_before_11_G1,RC17_before_11_G1,RC17_before,Culture,ES,size
RC17_before_11_D1,RC17_before_11_D1,RC17_before,Culture,ES,size
RC17_before_11_E1,RC17_before_11_E1,RC17_before,Culture,ES,size
RC17_before_14_B3,RC17_before_14_B3,RC17_before,Culture,ES,size
RC17_before_12_D10,RC17_before_12_D10,RC17_before,Culture,ES,size
RC17_before_11_C11,RC17_before_11_C11,RC17_before,Culture,ES,size
RC17_before_11_B11,RC17_before_11_B11,RC17_before,Culture,ES,size
RC17_before_11_E10,RC17_before_11_E10,RC17_before,Culture,ES,size
RC17_before_11_D10,RC17_before_11_D10,RC17_before,Culture,ES,size
RC17_before_11_C10,RC17_before_11_C10,RC17_before,Culture,ES,size
RC17_before_11_B10,RC17_before_11_B10,RC17_before,Culture,ES,size
RC17_before_11_A11,RC17_before_11_A11,RC17_before,Culture,ES,size
RC17_before_11_H10,RC17_before_11_H10,RC17_before,Culture,ES,size
RC17_before_11_G10,RC17_before_11_G10,RC17_before,Culture,ES,size
RC17_before_11_F10,RC17_before_11_F10,RC17_before,Culture,ES,size
RC17_before_13_G11,RC17_before_13_G11,RC17_before,Culture,ES,size
RC17_before_13_A12,RC17_before_13_A12,RC17_before,Culture,ES,size
RC17_before_13_C11,RC17_before_13_C11,RC17_before,Culture,ES,size
RC17_before_13_B12,RC17_before_13_B12,RC17_before,Culture,ES,size
RC17_before_12_F11,RC17_before_12_F11,RC17_before,Culture,ES,size
RC17_before_11_G4,RC17_before_11_G4,RC17_before,Culture,ES,size
RC17_before_14_D3,RC17_before_14_D3,RC17_before,Culture,ES,size
RC17_before_14_C3,RC17_before_14_C3,RC17_before,Culture,ES,size
RC17_before_14_H2,RC17_before_14_H2,RC17_before,Culture,ES,size
RC17_before_14_G3,RC17_before_14_G3,RC17_before,Culture,ES,size
RC17_before_14_F3,RC17_before_14_F3,RC17_before,Culture,ES,size
RC17_before_14_E3,RC17_before_14_E3,RC17_before,Culture,ES,size
RC17_before_14_D1,RC17_before_14_D1,RC17_before,Culture,ES,size
RC17_before_14_G12,RC17_before_14_G12,RC17_before,Culture,ES,size
RC17_before_11_C12,RC17_before_11_C12,RC17_before,Culture,ES,size
RC17_before_11_F11,RC17_before_11_F11,RC17_before,Culture,ES,size
RC17_before_11_G11,RC17_before_11_G11,RC17_before,Culture,ES,size
RC17_before_11_D11,RC17_before_11_D11,RC17_before,Culture,ES,size
RC17_before_11_E11,RC17_before_11_E11,RC17_before,Culture,ES,size
RC17_before_12_B7,RC17_before_12_B7,RC17_before,Culture,ES,size
RC17_before_12_E7,RC17_before_12_E7,RC17_before,Culture,ES,size
RC17_before_12_D7,RC17_before_12_D7,RC17_before,Culture,ES,size
RC17_before_12_G7,RC17_before_12_G7,RC17_before,Culture,ES,size
RC17_before_12_F7,RC17_before_12_F7,RC17_before,Culture,ES,size
RC17_before_11_C9,RC17_before_11_C9,RC17_before,Culture,ES,size
RC17_before_14_D10,RC17_before_14_D10,RC17_before,Culture,ES,size
RC17_before_14_A4,RC17_before_14_A4,RC17_before,Culture,ES,size
RC17_before_14_E11,RC17_before_14_E11,RC17_before,Culture,ES,size
RC17_before_14_A11,RC17_before_14_A11,RC17_before,Culture,ES,size
RC17_before_14_H10,RC17_before_14_H10,RC17_before,Culture,ES,size
RC17_before_14_B11,RC17_before_14_B11,RC17_before,Culture,ES,size
RC17_before_14_E10,RC17_before_14_E10,RC17_before,Culture,ES,size
RC17_before_14_G10,RC17_before_14_G10,RC17_before,Culture,ES,size
RC17_before_14_F10,RC17_before_14_F10,RC17_before,Culture,ES,size
RC17_before_14_D11,RC17_before_14_D11,RC17_before,Culture,ES,size
RC17_before_13_H7,RC17_before_13_H7,RC17_before,Culture,ES,size
RC17_before_13_B8,RC17_before_13_B8,RC17_before,Culture,ES,size
RC17_before_13_A8,RC17_before_13_A8,RC17_before,Culture,ES,size
RC17_before_13_H5,RC17_before_13_H5,RC17_before,Culture,ES,size
RC17_before_13_A6,RC17_before_13_A6,RC17_before,Culture,ES,size
RC17_before_13_C8,RC17_before_13_C8,RC17_before,Culture,ES,size
RC17_before_13_F5,RC17_before_13_F5,RC17_before,Culture,ES,size
RC17_before_14_C8,RC17_before_14_C8,RC17_before,Culture,ES,size
RC17_before_14_B8,RC17_before_14_B8,RC17_before,Culture,ES,size
RC17_before_14_A8,RC17_before_14_A8,RC17_before,Culture,ES,size
RC17_before_14_H7,RC17_before_14_H7,RC17_before,Culture,ES,size
RC17_before_11_D5,RC17_before_11_D5,RC17_before,Culture,ES,size
RC17_before_11_C5,RC17_before_11_C5,RC17_before,Culture,ES,size
RC17_before_11_E5,RC17_before_11_E5,RC17_before,Culture,ES,size
RC17_before_11_H5,RC17_before_11_H5,RC17_before,Culture,ES,size
RC17_before_11_A6,RC17_before_11_A6,RC17_before,Culture,ES,size
RC17_before_14_G7,RC17_before_14_G7,RC17_before,Culture,ES,size
RC17_before_12_C4,RC17_before_12_C4,RC17_before,Culture,ES,size
RC17_before_14_F7,RC17_before_14_F7,RC17_before,Culture,ES,size
RC17_before_14_E9,RC17_before_14_E9,RC17_before,Culture,ES,size
RC17_before_14_G9,RC17_before_14_G9,RC17_before,Culture,ES,size
RC17_before_14_D9,RC17_before_14_D9,RC17_before,Culture,ES,size
RC17_before_14_F9,RC17_before_14_F9,RC17_before,Culture,ES,size
RC17_before_11_E6,RC17_before_11_E6,RC17_before,Culture,ES,size
RC17_before_11_B7,RC17_before_11_B7,RC17_before,Culture,ES,size
RC17_before_11_G5,RC17_before_11_G5,RC17_before,Culture,ES,size
RC17_before_11_G6,RC17_before_11_G6,RC17_before,Culture,ES,size
RC17_before_11_D6,RC17_before_11_D6,RC17_before,Culture,ES,size
RC17_before_11_F6,RC17_before_11_F6,RC17_before,Culture,ES,size
RC17_before_11_F5,RC17_before_11_F5,RC17_before,Culture,ES,size
RC17_before_12_H2,RC17_before_12_H2,RC17_before,Culture,ES,size
RC17_before_12_A3,RC17_before_12_A3,RC17_before,Culture,ES,size
RC17_before_12_F1,RC17_before_12_F1,RC17_before,Culture,ES,size
RC17_before_14_C10,RC17_before_14_C10,RC17_before,Culture,ES,size
RC17_before_14_B10,RC17_before_14_B10,RC17_before,Culture,ES,size
RC17_before_13_A9,RC17_before_13_A9,RC17_before,Culture,ES,size
RC17_before_13_C9,RC17_before_13_C9,RC17_before,Culture,ES,size
RC17_before_13_B9,RC17_before_13_B9,RC17_before,Culture,ES,size
RC17_before_14_C9,RC17_before_14_C9,RC17_before,Culture,ES,size
RC17_before_13_H8,RC17_before_13_H8,RC17_before,Culture,ES,size
RC17_before_11_G3,RC17_before_11_G3,RC17_before,Culture,ES,size
RC17_before_13_G8,RC17_before_13_G8,RC17_before,Culture,ES,size
RC17_before_11_F3,RC17_before_11_F3,RC17_before,Culture,ES,size
RC17_before_15_F5,RC17_before_15_F5,RC17_before,Culture,ES,size
RC17_before_15_B5,RC17_before_15_B5,RC17_before,Culture,ES,size
RC17_before_15_H5,RC17_before_15_H5,RC17_before,Culture,ES,size
RC17_before_15_D5,RC17_before_15_D5,RC17_before,Culture,ES,size
RC17_before_15_D11,RC17_before_15_D11,RC17_before,Culture,ES,size
RC17_before_15_G6,RC17_before_15_G6,RC17_before,Culture,ES,size
RC17_before_15_E11,RC17_before_15_E11,RC17_before,Culture,ES,size
RC17_before_15_H6,RC17_before_15_H6,RC17_before,Culture,ES,size
RC17_before_15_D7,RC17_before_15_D7,RC17_before,Culture,ES,size
RC17_before_15_C11,RC17_before_15_C11,RC17_before,Culture,ES,size
RC17_before_15_E7,RC17_before_15_E7,RC17_before,Culture,ES,size
RC17_before_15_B11,RC17_before_15_B11,RC17_before,Culture,ES,size
RC17_before_15_C6,RC17_before_15_C6,RC17_before,Culture,ES,size
RC17_before_15_G11,RC17_before_15_G11,RC17_before,Culture,ES,size
RC17_before_15_F11,RC17_before_15_F11,RC17_before,Culture,ES,size
RC17_before_15_G2,RC17_before_15_G2,RC17_before,Culture,ES,size
RC17_before_15_B3,RC17_before_15_B3,RC17_before,Culture,ES,size
RC17_before_15_E3,RC17_before_15_E3,RC17_before,Culture,ES,size
RC17_before_15_F2,RC17_before_15_F2,RC17_before,Culture,ES,size
RC17_before_15_D3,RC17_before_15_D3,RC17_before,Culture,ES,size
RC17_before_15_D2,RC17_before_15_D2,RC17_before,Culture,ES,size
RC17_before_15_E2,RC17_before_15_E2,RC17_before,Culture,ES,size
RC17_before_15_A3,RC17_before_15_A3,RC17_before,Culture,ES,size
RC17_before_15_H2,RC17_before_15_H2,RC17_before,Culture,ES,size
RC17_before_15_C3,RC17_before_15_C3,RC17_before,Culture,ES,size
RC17_before_15_H8,RC17_before_15_H8,RC17_before,Culture,ES,size
RC17_before_15_C7,RC17_before_15_C7,RC17_before,Culture,ES,size
RC17_before_15_G8,RC17_before_15_G8,RC17_before,Culture,ES,size
RC17_before_15_G9,RC17_before_15_G9,RC17_before,Culture,ES,size
RC17_before_15_F9,RC17_before_15_F9,RC17_before,Culture,ES,size
RC17_before_15_F8,RC17_before_15_F8,RC17_before,Culture,ES,size
RC17_before_15_A9,RC17_before_15_A9,RC17_before,Culture,ES,size
RC17_before_15_D9,RC17_before_15_D9,RC17_before,Culture,ES,size
RC17_before_15_E9,RC17_before_15_E9,RC17_before,Culture,ES,size
RC17_before_15_C9,RC17_before_15_C9,RC17_before,Culture,ES,size
RC17_before_15_E6,RC17_before_15_E6,RC17_before,Culture,ES,size
RC17_before_15_A4,RC17_before_15_A4,RC17_before,Culture,ES,size
RC17_before_15_G4,RC17_before_15_G4,RC17_before,Culture,ES,size
RC17_before_15_F4,RC17_before_15_F4,RC17_before,Culture,ES,size
RC17_before_15_F3,RC17_before_15_F3,RC17_before,Culture,ES,size
RC17_before_15_F7,RC17_before_15_F7,RC17_before,Culture,ES,size
RC17_before_15_D10,RC17_before_15_D10,RC17_before,Culture,ES,size
RC17_before_15_G10,RC17_before_15_G10,RC17_before,Culture,ES,size
RC17_before_15_D6,RC17_before_15_D6,RC17_before,Culture,ES,size
RC17_before_15_B1,RC17_before_15_B1,RC17_before,Culture,ES,size
RC17_before_15_G1,RC17_before_15_G1,RC17_before,Culture,ES,size
RC17_before_15_F1,RC17_before_15_F1,RC17_before,Culture,ES,size
RC17_before_15_B2,RC17_before_15_B2,RC17_before,Culture,ES,size
RC17_before_15_A2,RC17_before_15_A2,RC17_before,Culture,ES,size
RC17_before_15_D1,RC17_before_15_D1,RC17_before,Culture,ES,size
RC17_before_15_C2,RC17_before_15_C2,RC17_before,Culture,ES,size
RC17_before_15_H1,RC17_before_15_H1,RC17_before,Culture,ES,size
RC17_before_15_C1,RC17_before_15_C1,RC17_before,Culture,ES,size
RC17_before_15_F6,RC17_before_15_F6,RC17_before,Culture,ES,size
RC17_before_15_A1,RC17_before_15_A1,RC17_before,Culture,ES,size
RC17_before_15_E8,RC17_before_15_E8,RC17_before,Culture,ES,size
RC17_before_15_D8,RC17_before_15_D8,RC17_before,Culture,ES,size
RC17_before_15_H7,RC17_before_15_H7,RC17_before,Culture,ES,size
RC17_before_15_B6,RC17_before_15_B6,RC17_before,Culture,ES,size
RC17_before_15_A7,RC17_before_15_A7,RC17_before,Culture,ES,size
RC17_before_15_B7,RC17_before_15_B7,RC17_before,Culture,ES,size
RC17_before_15_B9,RC17_before_15_B9,RC17_before,Culture,ES,size
RC17_before_15_A8,RC17_before_15_A8,RC17_before,Culture,ES,size
RC17_before_15_B4,RC17_before_15_B4,RC17_before,Culture,ES,size
RC17_before_15_H3,RC17_before_15_H3,RC17_before,Culture,ES,size
RC17_before_15_C4,RC17_before_15_C4,RC17_before,Culture,ES,size
RC17_before_15_E4,RC17_before_15_E4,RC17_before,Culture,ES,size
RC17_before_15_D4,RC17_before_15_D4,RC17_before,Culture,ES,size
RC17_before_15_C8,RC17_before_15_C8,RC17_before,Culture,ES,size
RC17_before_15_B8,RC17_before_15_B8,RC17_before,Culture,ES,size
RC17_before_15_A10,RC17_before_15_A10,RC17_before,Culture,ES,size
RC17_before_15_A11,RC17_before_15_A11,RC17_before,Culture,ES,size
RC17_before_15_H9,RC17_before_15_H9,RC17_before,Culture,ES,size
RC17_before_15_B10,RC17_before_15_B10,RC17_before,Culture,ES,size
RC17_before_15_C10,RC17_before_15_C10,RC17_before,Culture,ES,size
RC17_before_15_F10,RC17_before_15_F10,RC17_before,Culture,ES,size
